Topflight,Balance,Qual_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Club_member,Any_cc_miles_12mo,Phone_sale
0,86341,0,20991,16,0,0,0,1,No
1,142810,0,8000,4,0,0,0,0,No
0,8399,0,21136,13,0,0,0,1,No
0,120622,0,25675,14,500,1,0,1,No
0,86150,0,7600,34,100,1,0,0,No
0,14079,0,6503,16,0,0,0,1,No
0,10036,0,13959,16,0,0,0,1,No
1,80737,0,2845,5,150,1,0,0,No
0,25435,0,7147,32,0,0,0,1,Yes
1,241165,0,1700,3,200,2,0,0,No
0,85826,0,33678,29,0,0,0,1,Yes
0,654,0,14967,10,0,0,0,1,No
0,11525,0,0,0,0,0,0,0,No
0,40204,0,850,3,350,2,0,0,No
0,22963,0,0,0,0,0,0,0,No
1,47165,0,4545,4,0,0,0,0,No
0,103240,0,44627,29,50,1,0,1,No
0,61737,0,6789,12,0,0,0,1,No
0,25766,0,2548,16,100,2,0,1,No
1,147090,0,35511,31,1800,16,0,1,Yes
0,79333,0,1500,3,1500,3,0,0,No
0,4923,0,305,2,0,0,0,0,No
0,56687,0,48989,28,0,0,0,1,No
0,326704,0,37408,19,0,0,0,1,Yes
0,45149,0,21292,10,0,0,0,1,Yes
0,57477,0,2607,4,0,0,0,1,No
0,48265,0,1000,1,0,0,0,0,No
0,34249,0,4100,12,0,0,0,0,No
0,210491,0,48287,18,0,0,0,1,No
0,25671,0,10513,12,0,0,0,1,No
0,191583,0,25675,18,0,0,0,1,No
0,90332,0,12845,25,0,0,0,1,No
0,53532,0,30808,18,0,0,0,1,No
0,71507,0,3750,6,0,0,0,0,No
0,35196,0,0,0,0,0,0,0,No
0,30034,0,15816,6,0,0,0,1,No
0,47787,0,47223,21,450,1,0,1,No
0,46967,0,2000,9,0,0,0,0,No
1,103615,0,13668,15,1300,11,0,0,No
0,5110,0,0,0,0,0,0,0,No
0,128927,0,61165,14,0,0,0,1,No
0,5000,0,5000,1,0,0,0,0,No
0,126701,0,20636,15,0,0,0,1,No
0,34855,0,230,3,0,0,0,0,No
0,34464,0,5312,5,0,0,0,1,No
0,86638,0,45861,13,0,0,0,1,No
1,140398,0,118013,26,1100,4,1,1,Yes
0,65812,0,185,2,0,0,0,0,No
0,34177,1754,7072,16,350,1,0,1,No
0,58195,0,24808,13,0,0,0,1,No
0,34781,0,11270,12,0,0,0,1,No
0,22457,0,17579,15,0,0,0,1,No
0,19996,0,500,1,0,0,0,0,Yes
0,26256,0,2000,9,0,0,0,0,No
0,42966,0,7734,6,0,0,0,1,No
0,3129,0,0,0,0,0,0,0,No
0,138008,5368,34178,14,200,1,0,1,Yes
0,9611,0,2250,3,0,0,0,0,No
0,40702,0,39897,14,0,0,0,1,No
0,105579,0,16332,12,0,0,0,1,No
0,46654,0,3215,6,0,0,0,1,No
1,518960,0,15700,8,200,1,0,0,No
0,39715,0,17388,12,0,0,0,1,No
0,199,0,0,0,0,0,0,0,No
0,6345,0,7719,18,0,0,0,1,No
0,72598,0,6090,8,1100,1,0,1,No
0,59805,0,2900,7,1700,5,0,0,No
0,10307,0,0,0,0,0,0,0,No
0,37997,0,11073,5,0,0,0,1,No
0,102083,0,12978,14,150,2,0,1,No
1,104632,0,26700,10,1200,7,0,0,No
0,18260,0,500,1,0,0,0,0,No
0,28484,0,350,3,0,0,0,0,No
0,29105,0,5000,1,0,0,0,0,Yes
0,49560,0,0,0,0,0,0,0,No
0,29346,0,150,1,150,1,0,0,No
0,75288,0,36866,20,0,0,0,1,Yes
0,42366,0,6293,9,0,0,0,1,No
1,151336,651,11400,6,1000,4,0,1,No
0,48363,0,790,3,0,0,0,0,No
0,11529,0,15738,15,0,0,0,1,No
0,61956,0,17500,2,0,0,0,0,No
1,15378,0,25236,9,736,3,0,0,No
1,85346,0,2835,3,0,0,0,0,No
0,215946,0,2125,10,0,0,0,0,No
0,66539,0,27894,17,0,0,0,1,No
1,97131,0,33324,19,1500,3,1,1,No
0,14513,0,0,0,0,0,0,0,No
0,211773,0,23256,30,0,0,0,1,No
0,45742,0,7625,23,250,1,0,0,No
0,39862,0,14152,18,350,2,0,1,No
1,75132,0,53001,23,400,3,0,1,Yes
0,91296,0,19057,16,0,0,0,1,No
0,117290,0,1754,8,0,0,0,1,No
1,75556,0,2790,6,0,0,0,0,No
0,5103,0,5103,2,0,0,0,1,Yes
0,10747,0,990,4,500,1,0,0,Yes
1,31789,0,10220,17,0,0,0,1,No
0,59515,0,3170,5,0,0,0,0,Yes
0,86913,0,23705,6,0,0,1,1,No
1,49129,0,16921,18,500,1,0,1,No
0,135408,0,62224,15,607,1,0,1,No
0,41152,10074,3250,19,0,0,0,0,No
1,145750,0,10986,12,0,0,0,1,No
0,7041,0,1747,12,0,0,0,1,No
0,273442,0,54625,35,2850,7,0,1,No
0,44514,0,3577,13,0,0,0,1,Yes
0,96490,0,2000,1,0,0,0,0,No
1,45050,2900,4875,10,500,1,0,0,No
1,91048,0,51580,20,100,1,0,1,No
0,20352,0,1900,5,500,1,0,0,No
0,34294,0,17683,14,0,0,0,1,No
1,59696,2586,63827,22,500,1,0,1,No
0,106155,0,0,0,0,0,0,0,No
0,29244,0,6252,13,0,0,0,1,No
0,27592,0,335,3,0,0,0,0,No
0,16128,0,475,3,0,0,0,0,Yes
1,51353,0,8114,16,2004,10,1,0,Yes
1,235422,0,30208,14,0,0,0,1,No
0,7456,0,0,0,0,0,0,0,No
0,33604,0,13619,16,0,0,0,1,No
0,24803,0,0,0,0,0,1,0,No
1,58411,0,2500,1,0,0,0,0,Yes
0,3273,0,500,1,0,0,0,0,No
0,28480,0,2644,6,0,0,0,1,No
0,46706,0,3344,16,0,0,0,1,No
0,102230,0,3406,5,500,1,0,1,No
0,12096,0,50,1,50,1,0,0,No
0,118487,0,3388,14,0,0,0,1,No
0,20518,0,5580,10,0,0,0,1,No
0,6280,0,1220,6,200,2,0,0,No
0,11700,0,0,0,0,0,0,0,No
0,391,0,9000,1,0,0,0,0,No
0,78305,733,130,3,0,0,0,0,No
1,145214,1692,3500,4,500,1,0,0,No
0,137760,0,64949,13,0,0,0,1,Yes
0,88563,0,42410,27,0,0,1,1,Yes
0,25748,0,0,0,0,0,0,0,No
0,27102,0,27102,9,0,0,0,1,No
0,25824,0,17760,20,750,2,0,1,No
0,23054,0,400,3,300,2,0,0,No
0,29150,0,13952,14,0,0,0,1,No
0,37529,0,25706,14,0,0,0,1,Yes
0,7515,0,13681,18,0,0,0,1,No
1,194576,0,41315,16,550,1,0,1,No
0,24265,0,1854,12,0,0,0,1,No
0,16773,0,140,2,0,0,0,0,No
1,5432,0,1000,2,1000,2,0,0,No
0,110480,0,44191,22,500,1,0,1,No
0,86273,0,35304,15,500,1,0,1,No
0,20674,0,16876,22,0,0,0,1,No
0,8335,0,3750,16,0,0,0,0,Yes
0,40893,0,1130,3,0,0,0,0,No
1,644881,2600,14350,28,10850,26,1,0,No
0,61081,0,37682,21,2000,4,0,1,No
0,27438,0,2528,6,2528,6,0,0,No
0,14748,0,2210,7,0,0,0,1,No
0,49514,0,4500,22,0,0,0,0,No
1,7457,0,17131,5,0,0,0,1,No
0,97193,0,13338,12,0,0,0,1,Yes
0,68456,0,6317,5,0,0,0,1,No
0,123842,0,24295,14,0,0,0,1,No
0,61285,0,55027,22,0,0,0,1,Yes
0,20157,0,1450,3,150,1,0,0,No
0,41073,0,13993,20,0,0,0,1,No
0,21784,0,6208,14,0,0,0,1,Yes
0,12868,0,1875,8,0,0,0,0,No
0,147862,0,44783,14,0,0,0,1,Yes
0,11836,0,5075,14,350,1,0,0,Yes
1,25681,1526,14941,20,2963,16,1,0,No
1,282784,3508,19314,17,3100,7,0,0,No
0,59704,0,57404,14,0,0,0,1,No
0,75279,0,5375,21,0,0,0,0,No
0,66681,0,4478,16,3504,12,0,0,No
1,72085,0,20310,12,150,1,1,1,No
0,2039,0,0,0,0,0,0,0,No
0,2214,0,0,0,0,0,0,0,No
0,16208,0,0,0,0,0,0,0,No
0,25829,0,1375,4,0,0,0,0,No
0,83217,0,3679,4,0,0,0,1,No
0,9520,0,12515,13,0,0,0,1,No
0,103215,0,16726,14,0,0,0,1,No
0,62629,0,36986,14,0,0,0,1,No
0,45603,0,5964,13,0,0,0,1,No
0,44792,0,9463,16,0,0,0,1,No
0,97535,0,0,0,0,0,0,0,No
0,60085,0,14714,17,0,0,0,1,No
0,76938,0,23503,13,0,0,0,1,Yes
0,2562,0,9075,11,1050,3,0,1,No
0,7685,0,500,4,0,0,0,0,No
0,102942,0,56780,18,0,0,0,1,No
0,7029,0,495,3,0,0,0,0,No
0,2119,0,0,0,0,0,0,0,No
1,207311,0,31000,37,12000,24,1,0,No
0,77753,0,12483,13,0,0,0,1,No
1,171637,0,4300,8,2800,7,0,0,No
0,35243,0,10046,15,1500,3,0,1,No
0,46186,0,9744,14,0,0,0,1,No
0,54810,0,19665,21,0,0,0,1,No
0,25637,0,445,3,0,0,0,0,No
0,35088,0,320,2,0,0,0,0,No
0,73899,0,2745,14,500,1,0,1,No
1,81171,0,3700,4,100,1,0,0,No
0,39418,0,700,3,200,2,0,0,No
0,62124,0,0,0,0,0,0,0,No
0,14134,0,2125,9,0,0,0,0,No
1,405499,1000,72318,46,9729,29,0,1,No
0,20353,0,1729,5,0,0,0,0,Yes
1,93154,0,30752,21,0,0,0,1,No
0,9492,0,781,6,250,1,0,1,No
0,18369,0,800,4,700,3,0,0,No
0,32824,0,1660,5,100,1,0,0,No
1,109416,0,73665,39,2200,5,0,1,Yes
0,28312,0,1726,13,0,0,0,1,No
0,78462,0,20291,14,0,0,0,1,No
0,32740,0,10722,4,0,0,0,1,No
0,57293,0,1000,1,0,0,0,0,No
0,174743,0,27460,12,0,0,0,1,Yes
1,59486,0,3517,4,0,0,0,1,No
1,211355,0,11238,12,0,0,0,1,No
0,56805,0,16617,17,0,0,0,1,No
1,278258,0,1000,1,0,0,0,0,No
0,18545,0,25053,22,0,0,0,1,No
0,5570,0,9094,26,0,0,0,1,No
0,44690,0,24779,15,1000,2,0,1,No
0,127835,0,52700,21,0,0,0,1,No
0,32540,0,44283,17,100,1,0,1,No
0,54396,629,34007,16,0,0,0,1,No
0,162840,0,57382,15,0,0,0,1,Yes
1,109441,0,6500,10,4000,8,1,0,No
0,7369,0,0,0,0,0,0,0,No
0,16378,0,0,0,0,0,0,0,No
0,39859,0,3675,8,0,0,0,0,No
0,44214,0,24928,13,0,0,0,1,No
0,73102,0,18156,20,0,0,0,1,No
0,3552,0,10597,17,0,0,0,1,No
0,71593,0,22666,17,0,0,0,1,Yes
0,74072,0,50272,39,0,0,0,1,No
0,42970,0,7889,14,0,0,0,1,No
0,23385,0,18303,15,150,1,0,1,No
0,51176,0,40397,16,0,0,0,1,No
0,12426,0,0,0,0,0,0,0,No
0,10062,0,2000,9,0,0,0,0,Yes
0,34790,0,0,0,0,0,0,0,No
0,95759,0,9198,12,6195,8,0,0,No
0,51592,0,18678,9,0,0,0,1,No
0,23294,0,420,4,0,0,0,0,Yes
0,33398,0,14086,15,0,0,0,1,No
0,229576,0,9030,19,9000,18,0,0,No
0,60250,0,43071,12,0,0,0,1,Yes
0,81871,0,23068,20,0,0,0,1,No
1,259529,0,700,3,200,2,0,0,No
0,430,0,220,1,0,0,0,0,No
0,75949,0,952,4,0,0,0,1,No
0,44206,0,22598,14,500,1,0,1,Yes
1,125274,0,3150,4,550,2,0,0,No
0,104670,0,3993,12,0,0,0,1,No
1,282971,0,5780,16,300,3,0,1,No
0,28731,0,29782,11,0,0,0,1,No
0,16965,1651,2475,13,0,0,0,0,No
0,50658,1674,1600,3,500,1,0,0,Yes
1,124681,0,23392,39,2287,5,0,0,Yes
0,74352,0,17868,15,0,0,0,1,No
0,70308,0,41704,19,0,0,0,1,No
0,98722,0,18012,19,50,1,0,1,No
0,79020,0,3422,10,0,0,0,1,No
0,28335,0,400,3,0,0,0,0,No
0,22011,0,0,0,0,0,0,0,No
0,49436,0,33836,13,0,0,0,1,No
1,145072,0,15000,4,0,0,0,0,No
0,8992,0,9113,11,0,0,0,1,No
0,72497,0,24279,13,0,0,0,1,No
1,187999,0,52429,49,4550,24,0,1,No
0,62335,0,500,1,0,0,0,0,No
0,41556,0,26682,4,0,0,0,1,No
0,15436,0,6147,13,0,0,0,1,No
0,109618,0,14159,11,0,0,0,1,No
0,182228,0,41048,12,0,0,0,1,No
0,1000,0,0,0,0,0,0,0,No
0,36699,0,2500,13,0,0,0,0,No
1,135828,0,34495,28,450,2,0,1,No
0,39098,0,18992,14,0,0,0,1,Yes
0,20713,0,13421,12,400,1,0,1,No
0,18959,0,0,0,0,0,0,0,No
0,28010,0,150,3,0,0,0,0,No
0,148976,0,2650,3,650,2,0,0,No
1,126680,0,18248,39,4723,31,0,0,Yes
0,664,0,0,0,0,0,0,0,No
0,18533,0,27904,14,0,0,0,1,No
0,202168,0,12463,18,0,0,0,1,No
0,4653,2433,0,0,0,0,0,0,No
1,37839,0,11512,16,0,0,0,1,No
0,29196,0,7011,15,0,0,0,1,No
0,38378,0,1600,4,600,3,0,0,No
0,66716,0,22571,16,200,1,0,1,Yes
0,7500,0,0,0,0,0,0,0,No
0,47992,0,645,4,450,1,0,0,No
0,85823,0,0,0,0,0,0,0,No
0,32323,0,1250,3,0,0,0,0,No
1,87633,0,69237,37,4050,9,0,1,No
1,104523,0,4000,2,0,0,1,0,No
0,60856,0,17332,8,0,0,0,1,Yes
0,15526,0,2750,15,0,0,0,0,No
0,83781,0,35151,22,200,1,0,1,No
0,17681,0,500,1,0,0,0,0,No
0,76909,0,18405,12,0,0,0,1,No
0,22084,0,2773,10,0,0,0,1,No
0,50783,0,11595,15,0,0,0,1,No
0,43220,0,4985,20,100,1,0,0,No
0,41275,0,0,0,0,0,0,0,No
0,13738,0,6485,18,900,5,0,1,No
0,32270,0,0,0,0,0,0,0,No
0,22053,0,39810,27,0,0,0,1,No
0,32708,0,11556,13,0,0,0,1,No
1,7108,0,5598,8,2500,5,0,0,Yes
0,47056,0,0,0,0,0,0,0,No
0,112197,0,32108,16,0,0,0,1,No
0,106757,0,51234,13,0,0,0,1,No
1,105294,0,56281,26,850,5,0,1,Yes
1,180481,1249,18315,25,3100,7,0,1,No
1,169139,0,9500,5,0,0,0,0,No
0,92406,0,9402,26,750,2,0,1,No
0,41150,0,0,0,0,0,0,0,No
0,3831,0,2,4,0,0,0,1,No
0,48014,0,0,0,0,0,0,0,No
0,19078,0,200,1,200,1,0,0,No
0,3965,0,8228,12,0,0,1,1,Yes
0,37965,0,2250,5,0,0,0,0,No
0,69884,0,89360,24,450,2,0,1,No
0,24557,0,18957,20,0,0,0,1,No
0,16733,0,1000,1,0,0,0,0,No
0,41824,0,2100,3,0,0,0,0,No
0,8188,0,500,1,500,1,0,0,No
0,36146,0,4091,10,3091,9,0,0,No
1,37331,0,0,0,0,0,0,0,No
0,15000,0,15000,1,0,0,0,0,No
0,232194,0,46165,17,0,0,0,1,Yes
0,8557,0,200622,5,622,3,0,0,No
0,1000,0,1000,1,0,0,0,0,No
0,84179,0,22397,19,0,0,0,1,Yes
0,66590,0,1300,13,0,0,0,1,Yes
0,66445,0,22276,13,0,0,0,1,Yes
1,174286,0,11850,18,2100,5,0,0,No
0,33951,0,12279,14,0,0,0,1,No
0,27204,0,7627,16,0,0,0,1,No
0,16442,0,0,0,0,0,0,0,No
0,39669,0,31989,14,0,0,0,1,No
0,8063,0,18250,5,0,0,0,0,No
0,15243,0,675,3,0,0,0,0,Yes
0,17603,2543,7247,14,0,0,0,1,No
0,66466,0,86952,22,0,0,0,1,No
0,52537,0,49146,19,100,2,0,1,No
0,51172,0,500,4,0,0,0,0,No
1,56186,0,27538,20,400,4,0,1,No
0,18074,0,1625,6,0,0,0,0,Yes
0,31759,0,0,0,0,0,0,0,No
0,34007,0,440,2,0,0,0,0,No
0,28338,0,90,2,0,0,0,0,No
0,28693,0,8229,20,0,0,0,1,No
0,15036,0,7917,8,0,0,0,1,No
0,26797,0,0,0,0,0,0,0,No
0,79192,0,14404,21,150,1,0,1,No
0,83651,0,14809,18,1997,3,0,1,No
0,19128,0,10595,27,0,0,0,1,Yes
0,11245,0,0,0,0,0,0,0,No
0,18735,0,4100,19,0,0,0,0,No
0,43310,0,11943,14,0,0,0,1,No
1,51142,0,5000,3,0,0,0,0,No
0,127588,0,11297,11,0,0,0,1,Yes
0,43304,0,3750,4,250,2,0,0,No
0,33064,0,300,3,0,0,0,0,No
0,10424,0,0,0,0,0,0,0,No
0,6517,0,2025,8,0,0,0,1,Yes
0,47160,0,0,0,0,0,0,0,No
0,15584,0,2875,16,0,0,0,0,No
1,164222,0,7300,5,800,3,0,0,No
0,248738,0,500,1,0,0,0,0,No
0,25853,0,23163,18,0,0,0,1,No
0,113183,0,4200,8,600,5,0,0,No
0,153664,0,55567,17,0,0,0,1,No
0,21285,0,2375,12,0,0,0,0,No
0,70353,0,2986,15,150,2,0,1,No
0,39728,0,16359,11,0,0,0,1,No
0,28294,0,0,0,0,0,0,0,No
0,109505,0,15766,23,0,0,0,1,No
0,78317,0,34282,35,2537,11,0,1,No
0,20969,0,40234,13,150,1,0,1,No
0,36398,0,9704,22,0,0,0,1,Yes
1,166199,6168,10550,5,50,1,0,0,No
1,147770,0,64517,31,450,4,0,1,No
0,16875,0,500,1,0,0,0,0,No
0,17060,0,0,0,0,0,0,0,No
0,44101,0,57114,19,0,0,0,1,No
0,142729,0,0,0,0,0,0,0,No
0,23578,0,16366,17,500,1,0,1,No
0,19881,0,800,4,800,4,0,0,No
0,62960,0,50255,10,0,0,0,1,No
0,16685,0,400,2,0,0,0,0,No
0,33405,0,1600,3,0,0,0,0,No
0,37211,0,23007,18,0,0,0,1,Yes
0,2900,0,2900,29,2900,29,0,0,No
0,99226,0,5796,12,0,0,0,1,No
0,31899,0,29816,20,500,1,0,1,No
0,17769,0,5165,10,0,0,0,1,No
0,50212,0,1507,7,500,1,0,1,Yes
0,32125,0,1010,4,500,2,0,0,No
0,12120,0,1000,1,0,0,0,0,No
0,82352,0,5760,18,0,0,0,1,No
0,6286,0,230,3,0,0,0,0,No
0,17326,0,0,0,0,0,0,0,No
0,32234,0,17001,13,0,0,0,1,No
0,60386,2738,24356,14,1565,1,0,1,No
0,56174,0,6589,15,0,0,0,1,No
0,81144,0,34664,17,0,0,1,1,No
0,51737,0,3119,19,0,0,0,1,No
0,95537,0,29226,17,150,1,0,1,No
0,36311,0,100,1,100,1,0,0,No
0,23518,0,11843,13,0,0,0,1,No
0,34042,0,3463,14,250,1,0,1,Yes
0,19591,0,4437,8,0,0,0,1,No
0,46455,0,6817,11,0,0,0,1,No
0,89413,0,24667,21,0,0,0,1,No
0,169546,0,68315,24,600,2,0,1,Yes
0,17135,0,60,2,0,0,0,0,No
0,72253,0,29227,16,0,0,0,1,No
0,8344,0,1500,2,500,1,0,0,No
0,52718,0,11540,11,0,0,0,1,No
0,23933,0,10144,15,0,0,0,1,No
1,179207,0,7041,6,0,0,0,0,No
0,76177,0,31922,16,0,0,0,1,No
0,11472,0,9068,14,0,0,0,1,No
0,131635,0,60315,9,0,0,0,1,No
1,124027,0,8698,12,0,0,0,1,No
0,15138,0,140,3,0,0,0,0,No
0,43229,0,5000,1,0,0,0,0,Yes
1,310226,0,61894,28,1700,9,0,1,No
0,27043,0,0,0,0,0,0,0,No
0,55381,0,0,0,0,0,1,0,No
0,53983,0,24862,13,0,0,0,1,No
0,59179,0,18908,15,0,0,1,1,No
1,43510,0,4850,6,350,2,0,0,No
0,32886,0,3606,10,0,0,0,0,No
0,7015,0,1150,3,150,2,0,0,No
0,19627,0,500,1,500,1,0,0,No
0,79903,0,6600,13,3300,9,0,0,No
0,28464,0,5167,16,0,0,0,0,No
0,9768,0,7069,8,100,1,0,0,No
1,18522,0,4100,8,600,5,1,0,No
0,55086,0,525,3,400,2,0,0,No
0,158986,0,3558,14,0,0,0,1,No
0,18939,0,855,3,0,0,0,0,No
1,242018,0,3050,3,550,2,0,0,No
0,61474,0,47717,14,0,0,0,1,No
1,53892,1619,28641,20,0,0,0,1,No
0,23315,0,705,5,50,1,0,1,No
0,33918,0,145,3,0,0,0,1,No
0,65926,0,11639,17,0,0,0,1,No
0,67753,0,18303,15,0,0,0,1,Yes
0,49280,0,22370,16,0,0,0,1,No
0,97606,0,42980,24,0,0,0,1,No
0,36861,0,4642,16,1200,3,0,1,Yes
0,49749,0,13609,18,0,0,0,1,No
0,36300,0,450,2,350,1,0,0,No
0,80500,0,16368,16,0,0,0,1,No
0,8210,0,9122,16,0,0,0,1,Yes
0,40257,0,12885,31,0,0,0,1,No
1,31930,6153,1337,6,267,1,0,0,Yes
0,9154,0,0,0,0,0,0,0,No
0,54345,0,1850,8,0,0,0,0,No
0,38835,0,2625,11,500,1,0,0,No
0,4858,0,0,0,0,0,0,0,No
1,56745,0,6000,3,0,0,0,0,No
0,87507,0,17714,19,0,0,1,1,No
1,84126,0,5858,11,4358,10,0,0,No
0,27566,0,6362,24,0,0,0,0,Yes
0,22805,0,26334,27,1800,6,0,1,No
0,38508,0,13523,13,0,0,0,1,No
0,8184,0,0,0,0,0,0,0,No
0,12263,0,325,1,325,1,0,0,No
0,89576,0,20333,15,0,0,0,1,No
1,183303,4361,11500,3,500,1,0,0,No
0,326201,0,19350,14,0,0,0,0,No
0,132894,0,34540,15,0,0,0,1,No
0,12881,0,500,1,0,0,0,0,No
1,114037,0,14000,7,500,1,0,0,No
0,71682,0,11662,11,0,0,0,1,No
0,94016,0,4773,6,0,0,0,1,No
0,71263,0,80554,41,0,0,0,1,Yes
0,16341,0,0,0,0,0,0,0,No
0,60331,0,17878,27,0,0,1,1,No
1,47966,2947,51615,11,650,3,0,1,No
0,148086,0,32551,14,0,0,0,1,No
0,15279,0,17984,19,300,1,0,1,No
0,0,0,5491,18,2116,5,0,0,No
0,52885,0,1600,6,100,1,0,0,No
0,36844,0,21715,16,0,0,0,1,No
1,142527,1000,24091,47,4650,24,1,1,No
1,20390,0,2500,1,0,0,0,0,No
0,29182,0,50698,14,0,0,0,1,No
0,65207,0,34832,18,1450,4,0,1,No
0,568,0,710,3,0,0,0,0,No
0,30759,0,510,3,0,0,0,0,No
0,276,0,2396,3,396,1,0,0,Yes
1,22496,0,9712,14,500,1,0,0,No
0,23846,0,9177,6,0,0,0,1,Yes
0,26505,0,0,0,0,0,0,0,No
0,72131,0,7681,17,0,0,0,1,No
0,24406,0,5005,14,0,0,0,1,No
0,63193,0,20372,14,100,1,0,1,No
0,23179,0,0,0,0,0,0,0,No
1,14710,0,3500,2,0,0,1,0,No
1,74073,0,45526,41,200,1,0,1,Yes
0,43348,0,68846,25,200,1,0,1,No
1,97424,0,63796,17,0,0,0,1,No
0,20603,0,115,5,0,0,0,0,No
1,92097,2194,20450,8,1850,3,0,0,No
0,31520,0,130,2,0,0,0,0,No
0,29350,0,27703,15,0,0,0,1,No
1,20537,0,44791,21,2612,4,0,1,Yes
0,17376,0,4920,11,0,0,0,0,No
0,24563,0,5718,8,4218,5,0,0,No
0,52562,0,23773,15,600,2,0,1,No
0,48224,0,0,0,0,0,0,0,No
0,13271,0,0,0,0,0,0,0,No
1,129919,719,7150,5,650,2,0,0,No
0,17893,0,9623,13,0,0,0,1,No
0,52693,0,947,4,0,0,0,0,No
0,50895,0,29618,15,0,0,0,1,No
0,36459,0,7573,17,5473,15,0,0,No
0,68532,0,68704,21,0,0,0,1,No
0,34862,0,2725,5,0,0,0,0,No
0,20391,0,90,3,0,0,0,0,No
1,178010,0,5500,4,500,1,0,0,No
0,20773,0,13619,14,0,0,0,1,No
1,264735,0,6980,17,0,0,0,1,No
0,45883,2611,5647,11,0,0,0,1,No
0,36978,0,100,1,100,1,0,0,No
1,449205,1121,4750,9,3250,8,1,0,No
0,45005,0,0,0,0,0,0,0,No
0,45533,0,56208,16,0,0,0,1,No
1,26513,0,7670,14,0,0,0,0,No
0,20417,0,5000,1,0,0,0,0,No
0,7490,0,0,0,0,0,0,0,No
1,14394,0,935,4,150,2,0,0,No
0,103888,0,4379,3,4379,3,0,0,No
0,61191,0,8502,17,0,0,0,1,No
0,7329,0,10639,16,0,0,0,1,No
0,12688,0,0,0,0,0,0,0,No
0,106921,0,26666,13,0,0,0,1,Yes
0,31668,2576,1800,3,300,2,0,0,No
0,34996,0,6313,14,150,1,0,1,No
0,23099,0,300,3,300,3,0,0,No
0,109133,0,21378,16,0,0,0,1,No
0,103586,0,4000,7,3900,6,0,0,Yes
0,45575,0,23223,17,0,0,0,1,No
1,76430,0,13653,17,0,0,0,1,Yes
0,18059,0,0,0,0,0,0,0,No
0,188759,0,3082,3,0,0,0,1,No
0,36953,0,25598,16,0,0,0,1,Yes
0,27155,0,47252,15,300,1,0,1,No
0,89112,4670,28670,29,0,0,0,1,No
0,72768,0,290,3,0,0,0,0,No
0,23178,0,0,0,0,0,0,0,No
0,25676,0,0,0,0,0,0,0,No
0,63190,0,18950,13,250,1,0,1,Yes
0,1666,0,980,3,0,0,0,0,No
0,105544,0,31001,16,500,1,0,1,No
1,206287,1761,11294,20,150,1,0,1,No
0,40255,0,2975,13,750,2,0,0,No
0,5317,0,0,0,0,0,0,0,No
0,7606,0,29307,17,0,0,0,1,No
0,43255,0,2691,3,750,1,0,0,No
0,22414,0,1094,3,0,0,0,1,No
0,92225,0,48276,19,350,1,0,1,No
0,127199,0,2563,14,0,0,0,1,No
0,12176,0,875,7,0,0,0,0,No
0,142929,0,40826,23,0,0,0,1,No
0,28670,0,11727,11,0,0,0,1,No
0,82122,0,700,3,700,3,0,0,No
1,54637,0,21181,27,4673,21,0,1,No
0,6181,0,2000,9,0,0,0,0,No
0,25485,0,9655,10,2800,8,0,1,Yes
0,16136,0,0,0,0,0,0,0,No
0,128213,0,7956,13,500,1,0,1,No
0,92492,0,11029,6,0,0,0,0,No
0,85412,0,25102,16,500,1,0,1,No
0,46003,0,1340,7,0,0,0,1,No
1,95982,0,3630,3,0,0,0,0,No
0,20529,0,0,0,0,0,0,0,No
0,28254,0,17117,19,1050,6,0,1,No
0,26101,0,3900,15,3900,15,0,0,No
0,50939,0,16453,16,0,0,0,1,Yes
0,35039,0,174,1,0,0,0,0,No
1,175501,1000,34318,36,7974,19,1,1,No
0,1439,0,80,2,0,0,0,0,No
1,214674,0,25688,23,2500,5,0,1,No
0,38429,0,1004,2,1004,2,0,0,No
0,22865,0,1750,7,0,0,0,0,No
0,23033,0,7910,15,0,0,0,1,Yes
0,103172,0,3125,3,0,0,0,0,No
0,23448,0,36941,18,700,3,0,1,No
1,115161,0,9050,18,3050,15,0,0,No
1,58382,0,11327,32,4800,23,1,0,Yes
1,156766,0,23375,27,0,0,0,1,No
0,34137,0,335,5,0,0,0,1,No
1,17219,0,6167,10,3757,6,0,0,No
0,43823,0,500,1,0,0,0,0,No
0,63364,0,15415,11,0,0,0,1,Yes
0,18497,0,14138,12,0,0,0,1,No
0,23173,0,7843,8,0,0,0,1,No
0,51367,0,40004,24,0,0,0,1,Yes
0,34894,0,13955,17,0,0,0,1,No
0,7422,0,2229,3,0,0,0,1,No
0,16090,0,850,6,850,6,0,0,No
0,2784,0,0,0,0,0,0,0,No
1,54177,0,45403,15,500,1,0,1,No
0,29326,0,23061,7,0,0,0,1,No
0,26164,2556,0,0,0,0,0,0,No
0,29518,0,2702,12,0,0,0,1,No
0,29754,6396,500,1,0,0,0,0,No
0,8000,0,0,0,0,0,0,0,No
0,69788,0,1500,3,1500,3,0,0,No
0,38042,0,7658,17,0,0,0,1,No
1,23894,0,6000,3,0,0,0,0,No
0,110628,0,63759,13,0,0,0,1,No
0,10839,0,190,1,190,1,0,0,No
0,47513,0,19904,13,0,0,0,1,No
0,16321,0,0,0,0,0,0,0,No
